Date;Price
Jul 13, 2010;5271
Jul 12, 2010;5167
Jul 09, 2010;5132.9
Jul 08, 2010;5105.5
Jul 07, 2010;5014.8
Jul 06, 2010;4965
Jul 05, 2010;4823.5
Jul 02, 2010;4838.1
Jul 01, 2010;4805.8
Jun 30, 2010;4916.9
Jun 29, 2010;4914.2
Jun 28, 2010;5071.7
Jun 25, 2010;5046.5
Jun 24, 2010;5100.2
Jun 23, 2010;5178.5
Jun 22, 2010;5247
Jun 21, 2010;5299.1
Jun 18, 2010;5250.8
Jun 17, 2010;5253.9
Jun 16, 2010;5237.9
Jun 15, 2010;5217.8
Jun 14, 2010;5202.1
Jun 11, 2010;5163.7
Jun 10, 2010;5132.5
Jun 09, 2010;5085.9
Jun 08, 2010;5028.1
Jun 07, 2010;5069.1
Jun 04, 2010;5126
Jun 03, 2010;5211.2
Jun 02, 2010;5151.3
Jun 01, 2010;5163.3
May 28, 2010;5188.4
May 27, 2010;5195.2
May 26, 2010;5038.1
May 25, 2010;4940.7
May 24, 2010;5069.6
May 21, 2010;5062.9
May 20, 2010;5073.1
May 19, 2010;5158.1
May 18, 2010;5307.3
May 17, 2010;5262.5
May 14, 2010;5262.9
May 13, 2010;5433.7
May 12, 2010;5383.5
May 11, 2010;5334.2
May 10, 2010;5387.4
May 07, 2010;5123
May 06, 2010;5261
May 05, 2010;5341.9
May 04, 2010;5411.1
Apr 30, 2010;5553.3
Apr 29, 2010;5617.8
Apr 28, 2010;5586.6
Apr 27, 2010;5603.5
Apr 26, 2010;5753.9
Apr 23, 2010;5723.6
Apr 22, 2010;5665.3
Apr 21, 2010;5723.4
Apr 20, 2010;5783.7
Apr 19, 2010;5727.9
Apr 16, 2010;5744
Apr 15, 2010;5825
Apr 14, 2010;5796.3
Apr 13, 2010;5761.7
Apr 12, 2010;5777.6
Apr 09, 2010;5771
Apr 08, 2010;5712.7
Apr 07, 2010;5762.1
Apr 06, 2010;5780.4
Apr 01, 2010;5744.9
Mar 31, 2010;5679.6
Mar 30, 2010;5672.3
Mar 29, 2010;5710.7
Mar 26, 2010;5703
Mar 25, 2010;5727.6
Mar 24, 2010;5677.9
Mar 23, 2010;5673.6
Mar 22, 2010;5644.5
Mar 19, 2010;5650.1
Mar 18, 2010;5642.6
Mar 17, 2010;5644.6
Mar 16, 2010;5620.4
Mar 15, 2010;5593.9
Mar 12, 2010;5625.6
Mar 11, 2010;5617.3
Mar 10, 2010;5640.6
Mar 09, 2010;5602.3
Mar 08, 2010;5606.7
Mar 05, 2010;5599.8
Mar 04, 2010;5527.2
Mar 03, 2010;5533.2
Mar 02, 2010;5484.1
Mar 01, 2010;5405.9
Feb 26, 2010;5354.5
Feb 25, 2010;5278.2
Feb 24, 2010;5342.9
Feb 23, 2010;5315.1
Feb 22, 2010;5352.1
Feb 19, 2010;5358.2
Feb 18, 2010;5325.1
Feb 17, 2010;5276.6
Feb 16, 2010;5244.1
Feb 15, 2010;5167.5
Feb 12, 2010;5142.5
Feb 11, 2010;5161.5
Feb 10, 2010;5132
Feb 09, 2010;5111.8
Feb 08, 2010;5092.3
Feb 05, 2010;5060.9
Feb 04, 2010;5139.3
Feb 03, 2010;5253.1
Feb 02, 2010;5283.3
Feb 01, 2010;5247.4
Jan 29, 2010;5188.5
Jan 28, 2010;5145.7
